Timestamp,Voltage (V),Current (I),Power (W),Power_Factor,Temperature (°C),Humidity (%)
2024-12-01 00:00:00,222.48357076505616,4.642510346827825,965.0239427239869,0.8806260403498161,21.734855382693922,45.494834491715494
2024-12-01 00:01:00,219.3086784941441,4.206038388884412,894.1581593934255,0.939144462847599,,46.47750826887105
2024-12-01 00:02:00,223.23844269050346,4.143615090890938,,0.8641560126660531,17.952614653327824,64.19531613735208
2024-12-01 00:03:00,227.61514928204014,4.188551955797872,1006.9172628871974,0.9267108565858849,19.613098355196012,37.21486827108619
2024-12-01 00:04:00,,5.165738722384086,1081.262141859623,0.931754176348554,21.78324375647309,55.74166019693142
2024-12-01 00:05:00,218.8293152152541,4.10332435165798,909.4106746721787,0.8802732218507843,17.83951795139614,37.69548090342554
2024-12-01 00:06:00,227.89606407753695,4.673853749928076,,,22.287877283264287,67.94680604791176
2024-12-01 00:07:00,223.83717364576455,5.506399403828459,1230.0632214664313,0.9658070045417323,16.93473948018411,
2024-12-01 00:08:00,217.65262807032525,4.588696333030756,969.811500086367,,19.75783433056077,58.32855059313913
2024-12-01 00:09:00,222.7128002179298,5.526616154360259,1176.5261575285328,0.9108308676662176,17.456581679355754,55.86181561908028
2024-12-01 00:10:00,217.68291153593768,5.490934076414111,1237.0607583975102,0.9805826299696032,15.0943402659783,42.145540958795564
2024-12-01 00:11:00,217.6713512321487,4.491654265266432,1032.1707677899522,0.9205752498779441,21.078444563633767,66.04791041692508
2024-12-01 00:12:00,221.20981135783018,5.4576443601854905,1297.5790054236602,0.9515187196566601,20.021317285527637,55.089946748626524
2024-12-01 00:13:00,210.43359877671102,5.495553276544202,1076.7303866564753,0.9657612455377771,17.614136464850628,50.41272077590166
2024-12-01 00:14:00,211.37541083743483,4.794907851334054,1078.970085764476,0.8785284124783689,19.406497411362647,51.13442773798275
2024-12-01 00:15:00,217.18856235379513,4.420840967483036,913.0701975919743,0.8805504129746106,21.354762037233847,65.62762096568818
2024-12-01 00:16:00,214.93584439832787,5.042541613783738,1068.0720421733365,0.9562028038537737,19.766194054828684,32.364778913370806
2024-12-01 00:17:00,221.57123666297636,5.842795176000393,1398.5367787303132,0.9554629433446962,20.136508002703113,45.562483683643485
2024-12-01 00:18:00,215.45987962239394,5.279233464864124,,0.8584256648895466,19.76832866808905,63.66510111276052
2024-12-01 00:19:00,212.93848149332354,4.345844995254522,869.3302963195683,0.895149753697295,19.432003540946113,31.500609877027834
2024-12-01 00:20:00,227.32824384460778,5.36551384946704,1136.7589664499328,0.9057945488671812,19.43729335993476,55.56724877288542
2024-12-01 00:21:00,218.87111849756732,4.854406054563669,1056.748391124947,0.9660656564859615,19.409927083414836,46.13056732559468
2024-12-01 00:22:00,220.33764102343963,5.183057594710746,1202.0182570203044,0.9090607157601632,19.184383461903767,38.183338820081204
2024-12-01 00:23:00,212.8762590689327,5.468128070046216,1279.7874505775599,0.9796300446564541,18.68742059872208,54.456194690280235
2024-12-01 00:24:00,217.27808637737408,5.02989470302889,1155.7068630198235,0.9895250887996896,19.99391861135122,63.242440119818795
2024-12-01 00:25:00,220.55461294854933,5.627967949146617,1334.8693432469397,0.9593016631972089,19.504813558133062,48.6935821738505
2024-12-01 00:26:00,214.24503211288848,,1224.231775918722,0.9432941365394161,18.672590271841987,35.8694955768406
2024-12-01 00:27:00,221.87849009172837,5.230146680037022,1252.234138290377,0.9048656032381972,22.379327058593095,42.24604879287851
2024-12-01 00:28:00,216.99680655040598,4.301585631664703,854.3302523509325,0.8593855224472846,23.34387154255899,69.25413000196068
2024-12-01 00:29:00,218.5415312510336,5.671898221823136,1346.1292629995348,0.9302394258954583,20.909687227207247,34.4436754689543
2024-12-01 00:30:00,216.99146693885302,5.871811170639632,1247.7344535457805,0.9006386867761587,21.074122947893528,36.4286008074259
2024-12-01 00:31:00,229.26139092254468,4.27393024761859,1062.4706959402042,0.8991257306165281,19.58732394501563,69.60711391639484
2024-12-01 00:32:00,219.93251387631034,4.976482258866861,1001.6189986012573,0.946279295379321,23.137779895432534,65.28405694751672
2024-12-01 00:33:00,214.7114453552205,4.517777483941009,1011.7764648872292,0.914909510203529,24.511334808834018,58.28514978942988
2024-12-01 00:34:00,224.11272456051594,5.50904661485113,1292.8459489320787,0.955293138268003,20.738630100656035,36.039330138441365
2024-12-01 00:35:00,213.8957817501449,5.4432592720094,1279.999892718925,0.905744251175953,20.05455935670457,39.621965994064546
2024-12-01 00:36:00,221.04431797502377,4.281770241140798,997.3531874178077,0.8711208739681188,21.811626766602686,37.207288162612116
2024-12-01 00:37:00,210.2016493806011,5.754054542523274,1181.1060588210053,0.9145886536666346,21.41775100216614,55.238194200423834
2024-12-01 00:38:00,213.35906975550785,4.361946127956005,,0.9831417520055509,20.190779192645966,45.954755509615374
2024-12-01 00:39:00,220.98430617934562,5.594518051296215,1203.304056529326,0.9622134480763181,,31.911165447803747
2024-12-01 00:40:00,223.69233289997706,4.91396071925601,1032.38714361643,,23.12977223560267,41.651692109060164
2024-12-01 00:41:00,220.85684140594987,4.6565445871163025,976.7001927233493,0.904782070230292,19.71298525030544,64.42612904258604
2024-12-01 00:42:00,219.4217585880588,4.316478525348427,894.4709148264957,0.9798908933308753,26.399842363281177,61.84169333658656
2024-12-01 00:43:00,,4.335228512293259,956.4713117106025,0.8673178682217193,18.28102945178949,55.72047215876857
2024-12-01 00:44:00,212.60739004816287,5.323781109401801,1223.8198373032726,,19.67465837928433,33.42174056776558
2024-12-01 00:45:00,216.40077895802645,5.100860775894241,1194.946271840051,0.8867111704220655,21.877088355134493,65.31163276558195
2024-12-01 00:46:00,217.69680614520107,4.244170843302466,841.6679092062074,0.9299306025926777,25.933997083300284,51.38071234993019
2024-12-01 00:47:00,225.28561113109458,,871.9403527731195,0.9075026647595852,20.346153797665593,49.78304040120188
2024-12-01 00:48:00,221.7180914478423,4.144621149545583,872.0935602278258,0.861181894359482,19.370912365926355,67.36254307928897
2024-12-01 00:49:00,211.18479922318633,5.487534694747088,1102.1123807182414,0.938085403640792,22.631942926968925,30.353761077003085
2024-12-01 00:50:00,221.620419846974,5.423764170458578,1104.6268816598483,0.863870901032821,21.067310996010995,52.23588827339093
2024-12-01 00:51:00,218.07458859791842,4.1168619817091505,877.7558401211453,0.934898090477071,22.92603559862152,
2024-12-01 00:52:00,216.61538999847022,5.120540151193946,1128.6485889509029,0.9209811732316436,21.484971755847635,32.54761898622056
2024-12-01 00:53:00,223.05838144420434,4.16935231048538,944.5472877078132,0.9191136125015438,19.943192361890624,44.28688269659477
2024-12-01 00:54:00,225.15499761247975,5.807491541217884,1318.9433505142952,0.8594494743418921,26.38625361510177,69.09940738078828
2024-12-01 00:55:00,224.656400595581,5.814234838360265,1264.0595610420116,0.939490862563695,15.810680036071325,38.47144206626591
2024-12-01 00:56:00,215.8039123838868,5.39646597962626,1212.6652407355161,0.9103848362025063,25.390881321108974,
2024-12-01 00:57:00,218.4539381207439,5.8523778428789,1361.9552975974066,0.9075548571199961,23.64785293581924,59.842761041382204
2024-12-01 00:58:00,221.6563171570178,5.622906060827381,1208.0333541187943,0.9335031954985952,20.32105826672285,45.61495410027742
2024-12-01 00:59:00,224.8777256356118,5.657077151854098,1166.6983517663205,0.9348747283925166,,46.31492986630944
2024-12-01 01:00:00,,5.139415701139867,1072.8029345273922,0.8521046614066784,19.13115992233793,32.53073408413078
2024-12-01 01:01:00,219.0717051166809,4.6121183964323516,937.1052129316851,0.8675316261684489,23.92107338378205,37.60373393682602
2024-12-01 01:02:00,214.46832512996986,4.435598230232843,945.0850253598567,0.8831125509182609,17.770395568737865,
2024-12-01 01:03:00,214.01896687959663,4.654400044077859,927.5832329806316,0.944916826668437,19.674744635697632,62.73270561667004
2024-12-01 01:04:00,224.06262911197098,5.256990860178124,1169.1421970766344,0.9307437577841451,19.70057318469546,42.18554089052273
2024-12-01 01:05:00,226.78120014285412,4.345313071664798,930.4485929412613,0.9560680785338656,20.526759613029927,45.268451959236884
2024-12-01 01:06:00,219.63994939209834,4.517280473274643,1039.5478736057096,0.95368509277614,22.081991242276207,47.616416944881834
2024-12-01 01:07:00,225.01766448946012,4.936121725590929,1005.7672135164406,0.9694456016888611,20.437612037058216,43.83774513097078
2024-12-01 01:08:00,221.80818012523818,4.466100197049231,1001.4640869154209,0.9027540805781379,18.047457988348704,56.156468167217035
2024-12-01 01:09:00,216.7744012269744,5.177287339432123,1048.116478872729,0.8983089412656624,23.077875625122964,30.513137234865134
2024-12-01 01:10:00,221.80697802754207,5.84635205691266,1167.3427563736468,0.9663421564274848,22.279548896061545,65.20672223685997
2024-12-01 01:11:00,227.69018283232984,5.496178731406253,1343.8312537011777,0.8832642147414058,,42.02596374210477
2024-12-01 01:12:00,219.82086980445024,5.332853228297826,1212.4878946883994,0.914564132314305,22.586763882282813,64.89493847305357
2024-12-01 01:13:00,227.82321827907003,5.165442951967558,,0.8772055912831149,24.18200607384064,48.17543270493149
2024-12-01 01:14:00,206.9012744795513,,1063.3023166299663,0.9779377038994899,22.153155806301488,61.05323966827115
2024-12-01 01:15:00,224.10951252187613,4.37312771926932,1001.9437276581677,0.9070924218335276,24.359724039709622,63.03119355646585
2024-12-01 01:16:00,220.43523534119086,5.789420910853731,1269.3919624799569,0.879748165752316,20.813828684366307,42.05155294524931
2024-12-01 01:17:00,218.50496324767067,4.497072004025672,966.7646287867531,0.9468818746796477,20.958397083915287,55.61299236467611
2024-12-01 01:18:00,220.4588038826775,4.182617755156322,993.4779188388537,0.884250254949467,25.178308845718608,54.29655903909567
2024-12-01 01:19:00,210.06215542699553,5.500030358457391,1096.45967508425,0.9820905044438313,25.168035633004994,49.040564076674585
2024-12-01 01:20:00,218.90164056081244,4.351231068662333,933.119855695175,0.9014663820733175,23.634626612269656,48.782747075890846
2024-12-01 01:21:00,221.78556285755874,,1016.1468872947071,0.9430496996942572,20.739345959145133,42.208130813508575
2024-12-01 01:22:00,227.38947022370758,4.05656985658196,972.4535901727727,0.8983342903620378,20.608691520141356,42.40762046431848
2024-12-01 01:23:00,217.40864890863176,4.274135885080896,1006.6328614996016,0.9630143816190864,25.23445376899239,51.926064330881395
2024-12-01 01:24:00,,4.346407261519824,1004.3031609339008,0.9755691837431886,25.15399970083781,31.290824719573912
2024-12-01 01:25:00,217.49121478207732,4.108820255500356,946.8398787979502,0.96030857031807,22.511829380084603,67.3465752789889
2024-12-01 01:26:00,224.57701058851038,5.313313913245691,1309.4203958354917,0.9687898626218527,27.353050148150892,55.99917291879126
2024-12-01 01:27:00,221.64375554829843,5.674015591606235,1307.1963212908042,0.864263315911269,23.617346286901196,47.73774159319523
2024-12-01 01:28:00,217.3511989811648,4.7466308127318815,1083.4876294885703,0.9793690547846293,20.515386594984346,32.47224008535569
2024-12-01 01:29:00,222.56633716556678,,1403.123642434646,0.9374021020425393,22.208735396480016,
2024-12-01 01:30:00,220.4853877467402,4.426693149120253,879.7836707661743,0.971690454503268,22.80112375908492,30.7097065097666
2024-12-01 01:31:00,224.84322495266446,,1073.731349550727,,22.993137340346504,57.194687803680694
2024-12-01 01:32:00,216.48973453061325,4.301473986062337,975.7322124535511,0.8782586735961194,25.350476125140002,32.90097790095929
2024-12-01 01:33:00,218.36168926701117,5.241118390837997,1240.0966907923066,0.9353377142303947,20.967993348083688,
2024-12-01 01:34:00,218.0394592343392,4.8397391817406135,1136.264770248852,0.8627324735612397,20.24761962340238,46.23551065401794
2024-12-01 01:35:00,212.6824252593394,5.226566693683798,1187.6235022582175,0.9474012242305422,24.145335903221785,56.50513979399187
